Date;P_X7.5Y48;T_X7.5Y48;ETP_X7.5Y48;RAD_X7.5Y48;Q_Obs
2006-11-19;7.3;7.734;0.41;11.725;181.53
2006-11-20;1.63;6.441;0.66;14.239;181.53
2006-11-21;12.62;8.52;0.39;8.23;181.53
2006-11-22;1.18;5.218;0.63;12.863;181.56
2006-11-23;1.13;10.479;0.77;8.561;181.59
2006-11-24;0.94;11.646;0.51;16.439;181.6
2006-11-25;0.12;11.115;0.69;20.267;181.61
2006-11-26;0.0;9.536;0.19;15.913;181.6
2006-11-27;0.0;7.529;0.35;19.43;181.6
2006-11-28;0.01;6.005;0.36;20.503;181.59
2006-11-29;4.42;7.813;0.08;4.715;181.59
2006-11-30;0.08;7.138;0.28;10.521;181.58
2006-12-01;0.0;4.87;0.33;18.656;181.58
2006-12-02;0.24;5.385;0.4;15.51;181.57
2006-12-03;2.99;10.15;0.75;16.055;181.56
2006-12-04;9.9;10.47;0.42;6.871;181.56
2006-12-05;0.97;13.498;0.87;13.041;181.57
2006-12-06;12.07;8.877;0.19;3.918;181.65
2006-12-07;1.56;7.183;0.78;18.026;181.68
2006-12-08;9.46;8.095;0.38;10.253;181.7
2006-12-09;1.75;5.283;0.22;7.868;181.7
2006-12-10;0.45;3.042;0.31;10.933;181.72
2006-12-11;0.0;2.231;0.39;9.896;181.73
2006-12-12;0.85;4.848;0.32;5.171;181.72
2006-12-13;0.01;3.209;0.28;14.135;181.71
2006-12-14;0.0;1.331;0.25;18.655;181.69
2006-12-15;0.0;0.736;0.27;18.886;181.68
2006-12-16;0.1;4.039;0.37;15.686;181.66
2006-12-17;2.86;4.644;0.12;5.085;181.64
2006-12-18;0.49;1.9;0.34;14.602;181.63
2006-12-19;0.0;1.924;0.69;18.238;181.62
2006-12-20;0.0;0.252;0.4;18.11;181.6
2006-12-21;0.01;0.555;0.04;18.203;181.59
2006-12-22;0.0;0.638;0.08;17.836;181.58
2006-12-23;0.0;-0.613;0.12;18.412;181.57
2006-12-24;0.0;-0.511;0.29;18.789;181.56
2006-12-25;0.05;-0.84;0.12;17.29;181.55
2006-12-26;0.03;-0.896;0.32;17.645;181.54
2006-12-27;0.0;-1.831;0.28;19.125;181.53
2006-12-28;0.0;-1.428;0.32;19.101;181.52
2006-12-29;0.0;-0.888;0.26;19.031;181.51
2006-12-30;0.1;3.738;0.51;13.932;181.51
2006-12-31;1.93;10.76;0.54;14.793;181.5
2007-01-01;16.51;9.678;0.58;9.734;181.51
2007-01-02;12.98;4.133;0.38;10.13;181.57
2007-01-03;1.58;5.05;0.3;9.961;181.64
2007-01-04;2.72;6.018;0.29;4.563;181.66
2007-01-05;0.9;6.915;0.13;4.293;181.67
2007-01-06;2.62;8.652;0.23;5.143;181.68
2007-01-07;1.26;8.618;0.3;9.68;181.68
2007-01-08;2.74;9.409;0.5;8.69;181.69
2007-01-09;2.43;11.322;0.37;6.696;181.69
2007-01-10;2.28;10.499;0.61;16.545;181.71
2007-01-11;3.7;9.315;0.71;10.963;181.71
2007-01-12;2.34;8.76;0.49;8.549;181.71
2007-01-13;0.28;9.176;0.34;10.467;181.71
2007-01-14;0.35;8.105;0.38;13.221;181.71
2007-01-15;0.03;2.579;0.37;17.752;181.7
2007-01-16;0.05;4.68;0.26;12.628;181.69
2007-01-17;0.53;9.867;0.49;9.141;181.68
2007-01-18;7.98;12.202;0.53;3.254;181.66
2007-01-19;6.22;12.914;0.34;3.486;181.67
2007-01-20;0.17;11.72;0.74;10.273;181.75
2007-01-21;3.86;7.454;0.93;19.388;181.78
2007-01-22;1.64;3.396;0.38;10.262;181.8
2007-01-23;10.54;-0.478;0.45;9.392;181.8
2007-01-24;7.4;-5.068;0.35;5.657;181.8
2007-01-25;0.15;-5.994;0.52;8.684;181.78
2007-01-26;0.08;-6.808;0.42;13.01;181.76
2007-01-27;1.78;-1.43;0.41;9.15;181.74
2007-01-28;0.43;1.789;0.51;15.487;181.75
2007-01-29;0.62;2.677;0.24;9.34;181.75
2007-01-30;0.06;2.486;0.29;15.581;181.74
2007-01-31;0.02;1.092;0.59;25.109;181.72
2007-02-01;0.37;2.89;0.15;5.809;181.69
2007-02-02;0.32;4.232;0.41;18.92;181.67
2007-02-03;0.37;4.789;0.6;20.458;181.65
2007-02-04;0.0;2.878;0.53;28.733;181.63
2007-02-05;3.56;3.564;0.55;24.385;181.62
2007-02-06;4.78;3.364;0.28;10.853;181.61
2007-02-07;3.45;3.887;0.26;10.971;181.6
2007-02-08;9.02;6.34;0.49;12.251;181.6
2007-02-09;0.63;5.83;0.87;30.345;181.6
2007-02-10;1.42;5.278;0.49;13.83;181.61
2007-02-11;8.75;7.861;0.62;13.34;181.64
2007-02-12;6.9;8.354;0.63;11.078;181.66
2007-02-13;3.34;6.265;0.53;14.865;181.7
2007-02-14;7.94;4.105;0.29;7.563;181.74
2007-02-15;1.77;6.798;0.8;25.467;181.75
2007-02-16;0.0;4.231;1.1;39.036;181.77
2007-02-17;0.0;3.689;0.91;34.944;181.78
2007-02-18;0.0;4.87;1.08;39.609;181.77
2007-02-19;0.02;5.506;0.75;26.599;181.75
2007-02-20;0.0;4.809;1.12;39.884;181.73
2007-02-21;0.01;5.945;1.44;40.802;181.71
2007-02-22;0.07;8.264;1.24;38.657;181.68
2007-02-23;0.02;8.096;1.29;35.636;181.67
2007-02-24;5.37;8.083;0.71;16.47;181.65
2007-02-25;5.88;7.972;1.1;22.431;181.63
2007-02-26;8.8;6.62;0.49;16.022;181.63
2007-02-27;3.03;6.454;0.85;17.825;181.65
2007-02-28;3.53;10.115;1.45;28.428;181.66
2007-03-01;20.53;8.487;0.56;9.835;181.69
2007-03-02;4.67;7.791;1.63;33.449;181.8
2007-03-03;4.79;10.405;1.91;36.462;181.89
2007-03-04;0.0;8.484;1.75;49.819;181.95
2007-03-05;0.87;8.001;1.11;22.406;181.95
2007-03-06;2.86;7.34;1.7;39.425;181.95
2007-03-07;4.56;8.957;1.59;36.528;181.93
2007-03-08;0.11;8.023;1.6;34.52;181.9
2007-03-09;4.51;6.123;1.39;32.443;181.86
2007-03-10;1.48;5.423;1.28;31.464;181.83
2007-03-11;0.0;5.12;2.12;55.772;181.8
2007-03-12;0.0;6.254;1.95;56.632;181.78
2007-03-13;0.0;7.915;2.09;56.479;181.76
2007-03-14;0.0;8.329;2.08;55.548;181.73
2007-03-15;0.0;8.146;1.98;57.147;181.71
2007-03-16;0.0;8.704;2.02;52.968;181.67
2007-03-17;0.04;7.25;1.18;27.123;181.65
2007-03-18;8.95;7.706;1.19;19.913;181.64
2007-03-19;4.15;2.908;1.12;35.432;181.64
2007-03-20;1.63;2.282;1.55;35.144;181.63
2007-03-21;2.69;2.67;1.58;49.057;181.62
2007-03-22;9.44;1.624;0.76;21.741;181.62
2007-03-23;13.52;1.674;0.66;16.732;181.68
2007-03-24;4.06;2.822;0.69;19.572;181.71
2007-03-25;0.21;4.912;1.89;47.55;181.71
2007-03-26;0.0;7.234;2.38;66.007;181.7
2007-03-27;0.86;7.848;2.27;60.389;181.68
2007-03-28;1.95;8.192;2.31;61.472;181.67
2007-03-29;1.13;8.071;2.35;58.735;181.66
2007-03-30;4.18;7.137;1.63;46.269;181.65
2007-03-31;5.39;3.797;0.99;32.96;181.66
2007-04-01;0.01;7.082;2.03;51.419;181.64
2007-04-02;0.01;10.166;2.74;67.545;181.63
2007-04-03;1.42;9.611;3.04;65.977;181.62
2007-04-04;0.97;6.188;1.72;31.542;181.61
2007-04-05;0.0;8.032;3.32;75.6;181.6
2007-04-06;0.0;10.324;3.23;74.718;181.59
2007-04-07;0.06;12.006;3.16;66.623;181.58
2007-04-08;0.0;10.14;3.25;69.193;181.57
2007-04-09;0.0;12.025;3.39;75.085;181.56
2007-04-10;0.0;12.25;3.58;77.627;181.55
2007-04-11;0.0;13.195;3.76;77.792;181.54
2007-04-12;0.0;14.804;3.6;77.371;181.54
2007-04-13;0.0;17.028;3.92;77.353;181.53
2007-04-14;0.0;18.105;4.04;76.422;181.52
2007-04-15;0.0;18.03;4.45;79.521;181.51
2007-04-16;0.0;16.899;4.81;82.006;181.5
2007-04-17;0.06;17.536;4.42;80.792;181.5
2007-04-18;0.0;11.703;3.98;75.145;181.49
2007-04-19;0.0;10.828;4.1;84.567;181.48
2007-04-20;0.0;12.48;4.4;84.518;181.47
2007-04-21;0.0;12.968;4.29;85.495;181.46
2007-04-22;0.0;15.888;4.48;84.819;181.45
2007-04-23;0.04;17.777;4.5;76.029;181.44
2007-04-24;0.08;18.271;4.41;75.543;181.43
2007-04-25;0.0;19.257;5.39;83.828;181.42
2007-04-26;0.0;18.278;5.67;85.212;181.4
2007-04-27;0.26;17.724;4.1;70.076;181.39
2007-04-28;0.66;18.45;3.9;66.936;181.39
2007-04-29;1.44;18.209;4.42;68.388;181.38
2007-04-30;0.0;16.639;5.78;82.251;181.38
2007-05-01;0.0;15.411;6.2;90.004;181.37
2007-05-02;1.0;14.221;5.3;79.61;181.36
2007-05-03;4.47;13.854;3.62;64.459;181.35
2007-05-04;0.55;14.603;3.96;58.928;181.35
2007-05-05;6.48;13.561;2.11;31.173;181.35
2007-05-06;0.14;15.709;5.11;84.653;181.35
2007-05-07;0.7;14.267;2.46;32.101;181.34
2007-05-08;5.63;15.393;2.39;39.72;181.35
2007-05-09;5.21;14.996;1.62;22.202;181.37
2007-05-10;0.23;18.458;5.37;71.848;181.37
2007-05-11;0.98;17.015;4.03;45.804;181.38
2007-05-12;0.59;16.665;4.69;64.772;181.37
2007-05-13;0.94;19.473;6.37;87.084;181.36
2007-05-14;18.46;13.495;1.85;32.222;181.4
2007-05-15;4.7;10.715;2.67;53.222;181.41
2007-05-16;4.71;11.267;2.85;55.747;181.42
2007-05-17;12.5;11.958;0.37;8.786;181.44
2007-05-18;0.06;13.559;3.19;67.037;181.45
2007-05-19;0.0;16.997;4.68;91.056;181.45
2007-05-20;0.33;19.602;4.48;82.073;181.45
2007-05-21;5.7;20.902;4.96;85.33;181.44
2007-05-22;1.89;21.284;5.01;86.248;181.44
2007-05-23;3.12;20.966;4.64;76.854;181.43
2007-05-24;0.01;21.68;5.23;87.015;181.41
2007-05-25;0.16;23.394;6.26;84.413;181.41
2007-05-26;1.71;21.08;5.04;73.998;181.39
2007-05-27;4.46;16.572;3.22;49.595;181.39
2007-05-28;10.87;10.4;1.78;32.26;181.41
2007-05-29;4.76;9.675;1.15;22.198;181.41
2007-05-30;0.0;12.53;4.76;94.636;181.41
2007-05-31;5.29;15.252;3.85;69.007;181.4
2007-06-01;19.68;13.141;1.64;34.055;181.43
2007-06-02;2.37;14.67;2.12;41.422;181.44
2007-06-03;0.34;17.258;3.72;64.293;181.44
2007-06-04;0.98;19.056;3.83;69.133;181.43
2007-06-05;0.15;19.808;4.62;75.523;181.42
2007-06-06;1.57;20.145;4.54;71.602;181.41
2007-06-07;2.45;20.966;3.71;62.203;181.4
2007-06-08;2.31;21.51;4.33;75.163;181.39
2007-06-09;5.16;20.793;4.21;74.512;181.4
2007-06-10;0.97;21.146;4.88;79.293;181.4
2007-06-11;10.2;19.42;3.53;61.38;181.42
2007-06-12;2.99;20.111;3.28;57.143;181.43
2007-06-13;1.39;21.317;4.3;75.769;181.44
2007-06-14;4.68;21.58;5.57;83.515;181.43
2007-06-15;12.16;16.749;1.05;20.426;181.42
2007-06-16;0.78;17.397;5.01;79.825;181.43
2007-06-17;11.54;19.562;5.38;86.068;181.46
2007-06-18;1.96;20.713;4.92;79.859;181.46
2007-06-19;0.06;22.888;6.08;97.73;181.46
2007-06-20;7.35;23.071;4.33;69.27;181.46
2007-06-21;21.84;18.258;2.28;35.498;181.64
2007-06-22;3.12;16.665;3.73;62.5;181.66
2007-06-23;0.7;16.453;4.16;66.715;181.66
2007-06-24;0.49;19.402;5.42;89.164;181.64
2007-06-25;9.2;17.103;3.91;62.401;181.62
2007-06-26;5.38;13.788;2.42;42.832;181.61
2007-06-27;3.6;12.955;2.6;48.997;181.6
2007-06-28;0.46;14.091;3.47;55.78;181.61
2007-06-29;0.01;15.754;3.89;60.411;181.61
2007-06-30;0.02;18.287;3.72;61.093;181.6
2007-07-01;3.49;19.41;3.88;64.921;181.59
2007-07-02;9.09;16.576;3.39;58.393;181.58
2007-07-03;8.2;14.69;1.65;28.899;181.57
2007-07-04;7.36;13.966;3.43;65.424;181.58
2007-07-05;4.12;13.566;1.87;35.64;181.58
2007-07-06;3.02;16.502;2.04;35.174;181.6
2007-07-07;0.01;18.051;4.05;69.225;181.6
2007-07-08;2.94;17.346;2.45;50.37;181.61
2007-07-09;7.75;15.478;2.73;49.5;181.6
2007-07-10;3.97;12.508;2.87;56.506;181.59
2007-07-11;3.12;13.991;3.08;60.694;181.58
2007-07-12;0.21;16.568;3.53;60.702;181.57
2007-07-13;0.0;20.871;5.14;93.225;181.55
2007-07-14;0.0;23.229;6.25;97.551;181.53
2007-07-15;0.0;25.178;5.91;95.871;181.5
2007-07-16;0.11;25.384;6.44;96.019;181.47
2007-07-17;0.24;22.318;3.85;57.125;181.43
2007-07-18;1.86;22.479;4.66;72.965;181.42
2007-07-19;1.71;22.113;4.53;72.326;181.43
2007-07-20;0.75;21.459;4.56;69.875;181.43
2007-07-21;9.48;17.64;1.75;25.571;181.43
2007-07-22;1.21;17.858;4.24;72.759;181.43
2007-07-23;9.8;17.415;3.56;57.192;181.44
2007-07-24;4.31;16.418;3.17;51.5;181.44
2007-07-25;0.42;18.216;3.86;70.903;181.44
2007-07-26;0.0;20.386;5.9;93.8;181.44
2007-07-27;0.0;21.048;5.73;84.16;181.42
2007-07-28;0.83;20.431;4.36;58.985;181.39
2007-07-29;15.48;18.84;2.69;38.685;181.39
2007-07-30;0.34;15.505;4.96;84.58;181.4
2007-07-31;0.0;14.645;4.7;80.422;181.4
2007-08-01;0.0;17.756;5.17;92.905;181.39
2007-08-02;14.48;18.827;3.36;51.983;181.37
2007-08-03;6.53;17.58;3.43;65.349;181.37
2007-08-04;0.0;19.084;4.97;83.663;181.35
2007-08-05;0.0;21.306;5.25;90.791;181.33
2007-08-06;3.74;22.734;5.48;81.734;181.32
2007-08-07;16.41;17.898;0.62;10.295;181.39
2007-08-08;20.86;15.442;1.03;15.55;181.43
2007-08-09;19.46;13.079;0.56;7.883;181.59
2007-08-10;1.3;14.345;1.27;22.753;181.67
2007-08-11;0.65;17.804;2.68;49.648;181.71
2007-08-12;1.42;18.702;3.02;61.668;181.71
2007-08-13;0.96;19.3;3.41;63.86;181.73
2007-08-14;0.08;20.596;3.68;64.163;181.69
2007-08-15;0.07;25.046;5.78;72.086;181.64
2007-08-16;3.78;18.11;3.44;50.08;181.6
2007-08-17;1.07;16.06;3.3;61.633;181.57
2007-08-18;0.09;16.816;3.23;59.465;181.55
2007-08-19;1.66;17.67;3.74;65.085;181.53
2007-08-20;0.93;15.834;2.93;48.843;181.51
2007-08-21;13.09;13.978;0.67;16.88;181.53
2007-08-22;0.25;15.708;2.72;42.983;181.53
2007-08-23;0.26;18.389;3.64;67.573;181.51
2007-08-24;0.0;18.867;3.96;72.028;181.49
2007-08-25;0.02;20.383;3.81;70.493;181.47
2007-08-26;0.0;20.469;4.09;74.015;181.46
2007-08-27;0.0;19.907;3.82;70.031;181.44
2007-08-28;0.13;17.059;4.02;68.99;181.43
2007-08-29;11.18;15.458;2.55;38.137;181.44
2007-08-30;0.0;14.98;3.65;56.952;181.44
2007-08-31;0.4;15.226;2.42;44.44;181.43
2007-09-01;1.03;15.532;1.93;38.126;181.44
2007-09-02;0.37;16.103;2.5;49.544;181.44
2007-09-03;7.56;14.469;1.52;24.915;181.44
2007-09-04;2.97;11.476;2.64;56.484;181.45
2007-09-05;0.07;10.323;2.59;47.558;181.44
2007-09-06;0.19;10.754;1.1;24.146;181.43
2007-09-07;0.49;13.351;1.31;24.407;181.43
2007-09-08;0.07;14.626;2.08;38.741;181.43
2007-09-09;0.77;14.868;2.34;44.945;181.42
2007-09-10;1.65;13.925;2.89;50.633;181.42
2007-09-11;0.72;12.813;1.77;35.141;181.41
2007-09-12;0.05;12.689;2.31;44.899;181.41
2007-09-13;0.0;14.126;2.95;65.687;181.4
2007-09-14;0.49;16.57;2.54;50.383;181.39
2007-09-15;0.12;15.937;2.45;46.248;181.39
2007-09-16;0.0;16.474;3.13;61.896;181.39
2007-09-17;2.92;17.304;2.66;46.81;181.38
2007-09-18;14.26;12.868;1.74;35.429;181.43
2007-09-19;0.3;10.482;1.83;41.364;181.42
2007-09-20;0.0;10.663;2.32;54.843;181.41
2007-09-21;0.0;12.859;2.57;58.475;181.4
2007-09-22;0.01;15.162;2.71;56.695;181.39
2007-09-23;0.0;16.712;2.63;54.252;181.39
2007-09-24;2.36;16.956;2.85;50.672;181.38
2007-09-25;5.22;12.973;2.13;43.911;181.38
2007-09-26;2.16;10.492;1.66;38.418;181.38
2007-09-27;12.13;8.882;0.39;9.653;181.42
2007-09-28;1.9;10.263;1.15;23.83;181.42
2007-09-29;2.04;12.571;2.27;40.995;181.42
2007-09-30;0.01;13.313;1.67;38.156;181.41
2007-10-01;0.0;15.422;2.29;49.094;181.41
2007-10-02;0.16;16.884;1.82;39.891;181.41
2007-10-03;0.19;17.946;1.98;46.488;181.41
2007-10-04;0.07;18.21;2.21;38.351;181.4
2007-10-05;0.3;16.273;1.15;23.729;181.4
2007-10-06;0.06;13.528;2.42;46.645;181.39
2007-10-07;0.0;10.908;1.89;47.903;181.39
2007-10-08;0.01;10.503;1.65;44.002;181.38
2007-10-09;0.02;10.35;1.37;35.786;181.38
2007-10-10;0.23;11.731;1.65;34.57;181.38
2007-10-11;0.0;10.275;1.97;45.065;181.37
2007-10-12;0.02;10.245;1.49;37.891;181.37
2007-10-13;0.13;11.386;1.6;34.191;181.37
2007-10-14;0.0;9.547;1.53;42.594;181.36
2007-10-15;0.0;10.905;1.65;41.514;181.36
2007-10-16;0.0;11.655;1.55;41.168;181.36
2007-10-17;0.39;13.587;1.83;35.477;181.36
2007-10-18;0.77;9.113;1.57;30.969;181.36
2007-10-19;0.18;5.701;1.15;24.64;181.36
2007-10-20;0.01;4.32;1.65;39.503;181.36
2007-10-21;0.77;3.623;0.91;21.251;181.36
2007-10-22;0.05;4.025;1.02;24.811;181.36
2007-10-23;0.01;5.2;1.48;33.913;181.36
2007-10-24;0.01;6.315;1.38;26.081;181.36
2007-10-25;0.07;7.636;1.1;22.14;181.36
2007-10-26;0.1;7.215;0.85;23.75;181.36
2007-10-27;0.06;7.716;0.77;21.229;181.35
2007-10-28;0.01;6.251;0.88;25.652;181.36
2007-10-29;0.2;7.401;1.13;29.558;181.36
2007-10-30;4.02;7.704;0.35;12.362;181.36
2007-10-31;0.0;5.375;0.59;22.089;181.35
2007-11-01;0.0;5.269;0.89;30.528;181.35
2007-11-02;0.01;6.507;0.94;29.77;181.35
2007-11-03;0.32;8.832;0.55;18.921;181.35
2007-11-04;0.23;9.08;0.57;12.44;181.35
2007-11-05;0.0;5.16;0.97;31.523;181.35
2007-11-06;1.95;6.174;0.67;19.95;181.35
2007-11-07;1.21;5.756;0.55;11.03;181.35
2007-11-08;1.54;8.1;0.25;6.939;181.35
2007-11-09;7.27;5.077;1.0;22.119;181.36
2007-11-10;10.62;4.18;0.26;4.442;181.36
2007-11-11;9.67;8.268;0.17;4.56;181.38
2007-11-12;0.43;3.714;0.66;20.191;181.4
2007-11-13;3.8;2.979;0.55;13.177;181.43
2007-11-14;8.26;2.005;0.3;12.09;181.44
2007-11-15;0.78;0.209;0.58;15.116;181.44
2007-11-16;0.02;-1.136;0.53;18.959;181.44
2007-11-17;0.04;-0.545;0.43;21.701;181.43
2007-11-18;0.0;-1.003;0.41;20.8;181.43
2007-11-19;0.07;-0.528;0.23;11.186;181.43
2007-11-20;0.0;2.868;0.44;14.761;181.42
2007-11-21;6.98;5.363;0.17;7.116;181.42
2007-11-22;10.95;7.033;0.14;9.354;181.44
2007-11-23;17.23;8.045;0.0;2.68;181.53
2007-11-24;0.24;4.286;0.3;8.1;181.55
2007-11-25;1.26;2.94;0.2;5.09;181.55
2007-11-26;1.1;4.178;0.45;14.22;181.55
2007-11-27;0.62;2.354;0.17;8.884;181.54
2007-11-28;0.02;-0.823;0.3;17.14;181.53
2007-11-29;0.02;-0.257;0.37;19.241;181.52
2007-11-30;0.88;5.172;0.05;4.711;181.51
2007-12-01;2.7;6.602;0.1;3.033;181.5
2007-12-02;10.24;8.088;0.31;3.954;181.49
2007-12-03;11.74;6.868;0.42;10.689;181.54
2007-12-04;5.35;6.18;0.32;10.225;181.6
2007-12-05;0.98;7.908;0.62;18.995;181.63
2007-12-06;8.77;9.312;0.38;8.507;181.65
2007-12-07;7.12;9.366;0.33;4.979;181.66
2007-12-08;3.63;5.427;0.5;12.1;181.7
2007-12-09;9.29;7.392;0.48;9.568;181.72
2007-12-10;13.57;5.715;0.14;4.432;181.73
2007-12-11;8.02;4.375;0.11;4.974;181.73
2007-12-12;0.81;3.702;0.25;9.075;181.78
2007-12-13;0.07;4.274;0.39;9.99;181.78
2007-12-14;0.01;-0.104;0.38;18.111;181.76
2007-12-15;0.0;-1.728;0.61;19.032;181.74
2007-12-16;0.0;-1.741;0.46;16.284;181.71
2007-12-17;0.0;-1.915;0.5;15.508;181.69
2007-12-18;0.0;-4.313;0.33;17.116;181.66
2007-12-19;0.0;-4.009;0.31;19.193;181.64
2007-12-20;0.0;-4.285;0.3;19.276;181.61
2007-12-21;0.0;-4.116;0.3;19.11;181.6
2007-12-22;0.0;-4.044;0.33;18.835;181.58
2007-12-23;0.0;-3.521;0.32;18.887;181.56
2007-12-24;0.0;-4.124;0.32;18.585;181.55
2007-12-25;0.0;-4.707;0.3;18.563;181.54
2007-12-26;0.55;-2.666;0.13;7.809;181.53
2007-12-27;0.02;-1.422;0.21;14.237;181.52
2007-12-28;0.0;-2.239;0.26;18.11;181.52
2007-12-29;4.93;1.012;0.49;14.531;181.51
2007-12-30;2.66;3.249;-0.05;6.483;181.51
2007-12-31;0.84;0.972;0.14;8.978;181.51
2008-01-01;0.07;-0.461;0.19;11.859;181.5
2008-01-02;0.0;-3.418;0.33;17.71;181.49
2008-01-03;0.1;-1.338;0.23;10.302;181.49
2008-01-04;0.07;-0.527;0.21;11.621;181.47
2008-01-05;12.86;5.465;0.26;5.818;181.49
2008-01-06;10.57;6.066;0.08;9.542;181.51
2008-01-07;7.09;7.182;0.3;12.399;181.56
2008-01-08;0.0;2.556;0.19;19.545;181.61
2008-01-09;2.52;5.139;0.17;6.194;181.64
2008-01-10;0.7;6.798;0.39;15.48;181.65
2008-01-11;0.08;5.469;0.37;16.116;181.65
2008-01-12;3.6;3.983;0.15;6.605;181.63
2008-01-13;0.01;0.341;0.23;12.773;181.62
2008-01-14;2.32;2.064;0.18;9.815;181.61
2008-01-15;0.63;5.604;0.63;18.642;181.62
2008-01-16;4.62;6.768;0.47;12.41;181.61
2008-01-17;3.67;6.673;0.58;14.322;181.59
2008-01-18;1.79;9.203;0.4;8.3;181.58
2008-01-19;0.3;11.324;0.62;11.5;181.58
2008-01-20;0.0;8.595;0.62;22.805;181.59
2008-01-21;0.36;6.097;0.64;22.24;181.6
2008-01-22;7.41;5.687;0.49;13.42;181.61
2008-01-23;0.0;1.135;0.49;24.067;181.64
2008-01-24;0.28;2.784;0.64;23.911;181.64
2008-01-25;1.43;3.711;0.44;20.764;181.64
2008-01-26;0.01;0.916;0.61;24.377;181.63
2008-01-27;0.0;2.368;0.69;21.017;181.62
2008-01-28;0.0;1.804;0.6;26.932;181.62
2008-01-29;0.0;1.243;0.38;23.175;181.61
2008-01-30;1.56;2.0;0.39;13.953;181.59
2008-01-31;0.61;1.606;0.56;15.398;181.58
2008-02-01;10.8;6.541;0.74;9.635;181.57
2008-02-02;2.49;1.954;0.77;24.247;181.56
2008-02-03;0.0;-0.418;0.65;31.166;181.56
2008-02-04;2.55;2.507;0.29;13.671;181.56
2008-02-05;1.14;5.697;0.51;10.95;181.55
2008-02-06;4.84;8.663;0.77;18.119;181.54
2008-02-07;0.11;3.643;0.73;27.082;181.56
2008-02-08;0.0;2.248;0.88;33.675;181.57
2008-02-09;0.0;2.386;0.87;34.049;181.57
2008-02-10;0.0;2.027;0.82;34.859;181.57
2008-02-11;0.0;2.479;0.92;35.625;181.56
2008-02-12;0.0;2.08;0.9;35.098;181.55
2008-02-13;0.0;1.406;0.79;37.318;181.54
2008-02-14;0.0;0.061;0.76;37.853;181.53
2008-02-15;0.01;-0.435;0.68;28.984;181.52
2008-02-16;0.0;-0.916;1.23;40.008;181.51
2008-02-17;0.0;-1.165;0.95;40.313;181.51
2008-02-18;0.0;0.077;1.0;41.0;181.5
2008-02-19;0.0;1.677;1.0;41.483;181.49
2008-02-20;2.57;3.331;0.63;21.895;181.49
2008-02-21;0.66;6.855;-0.06;5.216;181.48
2008-02-22;0.05;8.1;0.44;19.855;181.47
2008-02-23;0.18;9.248;1.01;36.553;181.46
2008-02-24;0.0;8.578;1.62;42.688;181.46
2008-02-25;0.0;8.471;1.36;36.549;181.46
2008-02-26;3.19;9.115;1.38;30.751;181.45
2008-02-27;0.78;7.585;1.12;26.298;181.45
2008-02-28;0.06;5.987;1.04;29.663;181.44
2008-02-29;3.56;11.004;0.69;16.338;181.44
2008-03-01;9.87;11.003;1.41;24.456;181.45
2008-03-02;0.8;10.363;0.7;9.797;181.48
2008-03-03;5.12;8.167;0.69;15.651;181.5
2008-03-04;6.81;2.413;0.87;29.549;181.52
2008-03-05;0.58;0.897;1.7;45.334;181.52
2008-03-06;0.0;-0.162;1.56;53.015;181.52
2008-03-07;0.26;2.566;1.38;44.797;181.52
2008-03-08;1.5;4.497;0.81;25.729;181.52
2008-03-09;0.19;6.12;1.72;39.614;181.51
2008-03-10;3.29;8.11;1.66;32.264;181.5
2008-03-11;2.44;8.199;1.78;35.374;181.49
2008-03-12;14.54;9.952;1.5;28.954;181.5
2008-03-13;0.43;7.485;1.49;27.378;181.56
2008-03-14;1.33;10.035;0.68;12.612;181.6
2008-03-15;0.74;10.475;1.9;50.698;181.62
2008-03-16;3.21;9.622;1.54;31.175;181.61
2008-03-17;8.99;6.259;0.59;17.013;181.62
2008-03-18;0.13;2.958;2.15;55.388;181.62
2008-03-19;1.92;1.434;1.33;49.029;181.62
2008-03-20;1.31;2.52;1.61;43.113;181.61
2008-03-21;22.96;2.278;0.39;9.788;181.62
2008-03-22;2.59;2.363;1.14;36.88;181.63
2008-03-23;1.98;-0.012;1.35;43.587;181.64
2008-03-24;2.65;-0.968;1.23;41.249;181.64
2008-03-25;3.4;1.349;1.69;47.631;181.63
2008-03-26;1.07;3.957;1.07;28.246;181.62
2008-03-27;1.57;4.562;1.45;39.462;181.61
2008-03-28;1.19;6.802;2.65;64.271;181.6
2008-03-29;0.22;8.809;2.48;52.802;181.59
2008-03-30;0.37;11.304;3.35;65.925;181.58
2008-03-31;1.47;8.986;1.25;28.389;181.58
2008-04-01;0.06;9.966;2.49;53.233;181.57
2008-04-02;1.66;9.965;1.73;37.858;181.57
2008-04-03;4.12;7.306;2.06;54.683;181.57
2008-04-04;0.16;7.114;1.8;42.647;181.56
2008-04-05;4.64;8.136;2.51;54.598;181.55
2008-04-06;3.27;4.859;2.26;60.581;181.55
2008-04-07;1.76;1.915;2.17;50.564;181.54
2008-04-08;0.14;2.678;1.37;42.22;181.52
2008-04-09;12.92;7.002;0.5;20.516;181.56
2008-04-10;8.89;8.508;0.36;13.702;181.65
2008-04-11;17.92;8.583;0.7;22.693;181.86
2008-04-12;0.71;7.878;2.53;62.187;181.87
2008-04-13;0.19;9.483;3.05;66.95;181.86
2008-04-14;3.21;7.27;1.51;39.73;181.84
2008-04-15;5.09;5.873;1.38;44.131;181.83
